	Cerebrum	Cerebellum	Retina	Colon	Liver	Small_Intestine	Stomach	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle	Kidney	Lung	Spleen	Ovary	Uterus	Testis	ASA	ILB	ULB	GOM	MAD	RAD	PAD	LIN	MAS	RHO	TA	GAS-L	GM	PM	SOL	PIEC	PK15
MAD	2.98285903367164	2.7426401636336295	2.6876700066662997	2.4658146469778903	2.3178701341080097	2.486915103430975	3.151946568221105	2.08895474335929	1.931347342820605	2.16779808795259	1.955710781291455	2.3644518799748298	2.5223822783743852	2.4088952848702996	3.225423655031255	3.2011909216052503	3.5074320894431903	1.9642870682678701	2.056419305066025	1.97531591853919	2.6702701950228303		2.47572634608451	2.9221848370174404	2.12483599104436	2.0029674076951	1.94768282499909	1.88935467020165	1.99216253521659	1.870612101265585	1.9801746561143798	1.93225963316349	2.26270398594777	2.58788492580874
RAD	3.0775940931581203	2.910140187321285	2.76199347188685	2.63144139139739	2.3813199002401	2.6531958056487004	3.166906119999	2.2897380186387	1.997966305562095	2.28987115541983	2.03063124474988	2.56228258710943	2.6910313382890703	2.5910763654627798	3.34036117387227	3.365332345576455	3.53752990715636	2.5093299616039904	2.5946602291358554	2.2589377799864705	2.91533350743713	3.49115246867867		3.214099815214515	2.348843291514685	2.1250098800446704	2.15741436155121	1.97780297736771	2.1014212027674453	1.9426158199503898	2.05525503047703	1.9853497517096752	2.3189235781800495	2.6661823390883197
PAD	2.838339436434545	2.62192284527255	2.464924879400015	2.5492147599021204	2.3401510895859303	2.58788480372198	3.01746492141085	1.7919924157194052	1.7349304300435702	1.73978255509797	1.73693812972305	2.36178458571834	2.7229150141911846	2.576492393417735	3.1479999740996703	3.085873509256215	3.26715066601922	1.79676656201767	1.8578108724951499	1.6873309353432049	1.9101163369842902	1.91886070083469	2.287125339908445		1.9304911609279098	1.8109415697034499	1.82040432203129	1.7567511055752352	1.842540412710275	1.76383117171428	1.824262263583175	1.7674077459526398	2.27818262821362	2.4768323509277597
LIN	2.99520427265239	2.8280197957103197	2.7048648219635405	2.5500285061963197	2.5592720745616497	2.54176140181609	2.8932748583011203	2.141535120082625	1.9937051461811102	2.11445351644379	2.0587320699023346	2.52161386749533	2.63709572307485	2.478574236379465	2.84154468102892	2.92360078061953	3.456561247173445	1.76026868999498	1.82848202269694	1.82117379720785	1.8413368871401499	1.826649299218765	2.0486635600748997	2.15572902559287		1.62301593289818	1.913636490346875	1.71127492637277	1.80816766910482	1.70123038158624	1.74751030728663	1.63055503723301	2.37186069423593	2.62295678520489
MAS	2.9779212932070998	2.759608936518605	2.708839945939255	2.4416239178158903	2.4641466942626096	2.49823584379903	2.841402902659035	2.08195233281186	1.8797983974268502	1.9941801693115602	1.9779385459592	2.4502149030223697	2.55230145637618	2.365395544385835	2.672800469535705	2.7084290220849896	3.4541464902315	1.74102110847054	1.7249319387477149	1.7074181488208	1.72467455147391	1.6872624343646552	1.8151291005456	1.89639540465919	2.02143099401655		2.08468164620785	2.0126818226921452	1.92023905165252	1.7572205887249799	1.9484265380166	1.6824099184123102	2.46035245635055	2.6766292272676
RHO	2.939191329949375	2.80676762068172	2.75177722213602	2.5965402524385603	2.3918585770665497	2.5846366532861804	2.900934810183675	2.08112451035676	1.817659036402015	2.00733758071907	1.84792904364034	2.391914855181845	2.6537537657030352	2.45808343631257	2.79043826459873	2.77447821233211	3.5486148243997095	1.5219075054991102	1.516775453486285	1.50723906701722	1.6362317858196203	1.5413470910870302	1.680575183595135	1.9438613790976151	2.08953013736125	1.6056435814080352		2.7511464478045298	2.8573098008140603	2.5824711022122497	1.696141590447755	1.407158019302595	2.41453515604903	2.66606822201408
TA	3.021208413198135	2.80883963410541	2.90487950647608	2.47676572199587	2.3901539295429903	2.5690626122649203	2.743506572326435	2.13043735794154	1.87763327495052	1.9747055257273098	1.9298016565334049	2.4029679251214002	2.577477550070645	2.44798672537588	2.563649070060745	2.54621133293959	3.65861339190892	1.64698378141267	1.616657460264705	1.61153526450342	1.62891902510963	1.5944209017201498	1.6598919212208403	1.82269715539857	2.0254778652231247	2.03781371622684	3.8073619945062593		2.889972614764215	2.2067500378691154	2.1162638551936	1.546331391615825	2.39538215761116	2.59117308263201
GAS-L	2.8348551506060695	2.65092332310097	2.66164820595781	2.4119422971760454	2.3307425609210695	2.494778451642275	2.615225704760155	2.00425320982783	1.79630212795971	1.8425650855317	1.83052674893741	2.25777009208865	2.46572735589936	2.33856134592297	2.34051057954334	2.34130955439877	3.3994159486831252	1.7268633848252999	1.663041448924175	1.646770005851245	1.703763600565865	1.63983752790288	1.7115938929873502	1.768458052889195	1.6537027614115152	1.7250882906053602	2.3010581999502953	1.7902299267262398		2.71893882313864	2.2602350062387053	1.4237921827374198	2.28283106103563	2.470418581613425
GM	3.04088189909245	2.859086739936285	2.8554880465057897	2.61613138663685	2.46348787097359	2.6224004946600297	2.769287517049065	2.18066321069526	1.958704054627515	2.05456130355013	2.0421419726316	2.42420444589688	2.7060628423157054	2.51967455902589	2.5849086136997004	2.55080961607584	3.677556650619835	1.679143503401615	1.6545397226141352	1.639707567720555	1.7189537844255751	1.6414241930946698	1.736182056830625	1.8954078385686202	2.161295670036945	1.994014193817725	2.42123569919523	1.960179190935025	2.8536950884307597		1.95219290813136	1.72892487808438	2.394234703438515	2.635965359607935
PM	3.00598366272099	2.83777383265163	2.81719510228464	2.4549064704988903	2.41735498862315	2.5261384229611603	2.6312971957785196	2.095073248123255	1.88668000972871	1.96174624830432	1.8883456761598	2.4387161886847	2.4960217322604903	2.42122449964281	2.5186389306299697	2.4464489070844797	3.5772498518583653	1.82993312156287	1.7663393530075	1.73948067554676	1.7796568279187799	1.76496080299081	1.7966298997513102	1.9096621291774398	1.88651629547533	1.8790411118923451	1.95101927207769	1.94214284478317	2.6537825287243146	2.01725579613952		1.6460171735810452	2.37735080968892	2.550129859830805
SOL	2.9898042247918903	2.750373278261515	2.734176546044905	2.45451407911455	2.410198346751085	2.4978350222712797	2.6601514556561003	2.0907807939858403	1.8921912672700198	2.0221445279965202	1.97418870871378	2.35736813814729	2.53919952159534	2.3621588093915498	2.4625467607910654	2.41270053944136	3.5055489569357903	1.65863923589209	1.6764275542591798	1.6678495504338153	1.69937967114358	1.61445720629498	1.6972518998154	1.856312573168565	1.9209868555475098	1.780041231213755	1.7888062745092501	1.75309141481053	1.8858495054325102	1.481868153608465	1.581643955814605		2.3162345626296847	2.5014776199325404
PIEC	5.93329292391183	5.77915296643466	5.982626348623334	5.95920246917226	5.24438692776531	5.95608334952046	5.780835804148405	5.3551971971793	4.966983986521329	5.502862617539289	4.966633766751335	5.3618432835668	5.871574865933651	5.8906615232979105	5.6893325625106	5.55993008671752	6.10442342046303	5.453750809576315	5.372097228023636	5.48293224176628	5.54369282110296	5.631237857689405	5.567254379653615	5.824034669137445	5.428913242697541	5.268162157969231	5.391871799462299	5.10895267550671	5.16550958184547	4.8375751667476905	5.086497803386685	5.17001133061423		4.21543053432459
PK15	5.0635365327414	5.030482250876255	5.28014047563057	5.64127496714592	4.693731846974554	5.633693893649309	5.67391757514047	4.859295852704865	4.22726441570638	4.978546144421051	4.28648708167684	5.03798539603074	5.451154142661545	5.75359030855613	5.28093453585167	5.079337127676521	5.74002981251025	5.09663033001653	4.942476959402265	4.98278293300676	5.1781060983900495	5.16055181629974	5.05096034079567	5.3294030707347195	4.81367301332425	4.673616369345059	4.729585991382691	4.416749437159795	4.607257489573595	4.20580054488164	4.455515977529865	4.51095721425269	3.6343854765763997	
