	LIN_head	MAS_head	BB_forelimb	DAP_forelimb	DSP_forelimb	EDC_forelimb	EDL-F_forelimb	FDP-F_forelimb	FDS-F_forelimb	ISP_forelimb	SSP_forelimb	SUB_forelimb	TB-LA_forelimb	TB-LO_forelimb	TB-M_forelimb	TM_forelimb	BRA_trunk	LD_trunk	LDM_trunk	OEA_trunk	PP_trunk	PS_trunk	RA_trunk	RHO_trunk	SP_trunk	TA_trunk	TRC_trunk	ADD_hindlimb	BF_hindlimb	EDL-H_hindlimb	FDP-H_hindlimb	FDS-H_hindlimb	GAS-L_hindlimb	GAS-M_hindlimb	GM_hindlimb	GRA_hindlimb	PM_hindlimb	RF_hindlimb	SAR_hindlimb	SM_hindlimb	SOL_hindlimb	ST_hindlimb	TFL_hindlimb	TIC_hindlimb	VI_hindlimb	VL_hindlimb	VM_hindlimb	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle
LIN_head	0	8.1243624644737	10.2363747420867	7.732369380291389	7.88906422757645	8.029061653495411	8.13698701313354	8.01145550268339	9.13339216764648	7.81679523130183	7.596982194638339	8.176507402279775	7.29658418234512	7.362035317165619	6.921061267133282	8.51829469861888	12.4543838895285	7.986582033049049	3.92031833832668	0.0	6.72626523327857	4.222003393925385	9.577511198361936	12.272070866708601	7.90806392437513	4.39816193939876	6.14453555666862	3.3535777841014505	8.597066362330755	8.84331489601411	9.736180694926194	9.74174643944805	9.10577812237814	8.98278468897973	4.685933410053885	9.7621937384569	8.443673385287887	8.86207404055453	9.069241948489687	6.97433715738951	8.897045733230955	8.033787419857461	3.5413603055932152	8.91327831412192	8.941941817811587	8.830429924421674	8.759363448331799	5.702248091287791	5.566488827667374	0.0	5.53111787035457
MAS_head	8.104980200985395	0	8.52602866930617	7.409694558390112	7.865268522878702	8.13949083056954	7.833459918990578	8.24671643717394	7.816062797706372	7.8674481968361505	7.54912423026821	7.69051371227276	5.302033200110508	8.343591400678106	6.97838639867039	7.62966274987633	4.252069583369065	6.40329746524678	5.51929428542933	0.0	7.06455589452931	6.527108320145803	8.30804151925515	4.7096204945139295	5.42935934291673	4.5461302957236	8.35846587643462	7.47572646106315	7.66950889078608	8.47543226457616	8.97633610602823	8.85217467309449	9.193721790481339	8.71555475421201	7.30920917770556	8.647946898605133	7.060225965140192	8.682040511960247	8.67003089332947	7.765532445680455	8.963575067256789	5.6928289005366794	5.592607589054238	7.809369741201803	9.00068434676407	8.37224243130272	9.19088392480359	5.7536752216727045	5.78123240118358	7.99952716166391	3.33738127213197
BB_forelimb	9.51545244422775	10.4021063474696	0	11.7649914288504	11.7088629461127	10.966013122105071	11.923947764393148	11.458846456366803	0.0	10.55460291820562	11.5334514203456	11.3656584540681	9.20777997498594	8.97996337739538	10.1201010925971	11.505640715193401	11.749162440410002	11.5599156360622	11.5672494696773	0.0	11.84594380423785	10.304240954508302	10.162079341867743	12.4679563941896	10.2580450632533	9.796272424841211	11.0940106243254	10.1737331550327	10.1337560909475	10.7387305340385	9.65601501882459	9.49475187076094	10.442535419632355	11.6352463775581	9.807372729252213	10.0011434523579	9.81327721200542	10.04021815048285	9.83660477136165	9.995109198801867	11.8001564057006	10.176402025048901	9.723548604608109	11.3979028001212	10.4312905186461	11.0309730588888	9.62654954358561	7.0949595440309405	6.5637347968407305	0.0	6.287649343129551
DAP_forelimb	6.67237571263738	9.90025271196622	10.068584637005301	0	11.725406234284598	8.760294067647553	0.0	10.3898201164616	9.21504539628142	0.0	0.0	0.0	9.187602658899905	0.0	8.893277092485132	9.38048066455958	0.0	9.873427802299467	9.165112306157782	11.696373900569501	0.0	10.9516849842892	8.909347781501346	9.23339797607832	7.712216758549969	8.35028167752017	12.331363114982052	8.32113911882474	8.38305902699921	8.913046413756959	8.57565828863571	8.859317273844994	7.67936692842298	9.206792408902961	8.639701884110249	7.95433717648926	8.0799650675417	8.27494514143216	7.461850009895429	8.21725265794687	8.60762469176462	7.90424955302614	8.19401378733598	7.70234184451955	8.417328692063414	8.247965376395191	7.73011340767742	7.143136873669206	6.615414327138961	10.1518412691626	5.86165245260939
DSP_forelimb	11.169143877996056	13.047995723675802	10.094931481778099	0.0	0	0.0	0.0	0.0	11.889036847102199	12.1083390592764	0.0	10.2824790667202	8.560951952363059	0.0	0.0	0.0	0.0	11.6152989862201	11.751987890278599	0.0	0.0	11.714034234345501	9.382269250956064	0.0	12.031960418316801	0.0	10.82728456711258	7.18022911956415	6.995195942428969	6.93534839551196	9.377325798233963	6.21724542312024	6.4781457545613	8.962437381395349	6.726622127005808	6.7648569204795805	6.73139009720114	7.09898778881185	9.23776179725766	6.74573463319473	0.0	6.7397404180613485	9.327783584280489	6.511235395817192	6.45181080698666	9.456764709069546	8.727093772835946	6.3891603077891	5.964300225506049	7.72032332365713	6.209169483130781
EDC_forelimb	3.78484587231382	12.8357047831162	10.0405115055576	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.9609764067634705	0.0	0.0	10.556255947977503	0.0	8.88778593820396	8.25382533239052	0.0	0.0	9.15522910510225	11.2510619173371	7.911577351279012	7.87285263685802	0.0	10.436712353400457	8.28669092751402	8.311049851924125	9.442083579914867	0.0	0.0	0.0	11.256394951026623	0.0	0.0	7.481721009155113	8.4554609916255	0.0	9.32348501272694	0.0	0.0	3.47157807302954	0.0	11.01257326605241	8.06388638235586	11.361832325394499	6.62735304831502	5.598058852552977	9.417124686846517	3.17294921287008
EDL-F_forelimb	8.155874429325184	12.445786589575	9.992825882683151	0.0	11.6123771803144	0.0	0	0.0	8.79438467947772	11.136034502616642	7.008629263927832	13.055294584874	8.006815895405001	11.1778054550659	9.566794552831213	11.090087642587797	12.1502035321985	10.69580366586136	10.932460879678542	12.544120159152902	0.0	10.481073547339461	12.2768051784251	10.486115761310044	8.534804394728251	6.605617584108268	9.09384000414523	7.775147637059319	7.96028503029096	7.91408872616274	8.500098519483796	9.76367097241928	8.673521618746555	8.445891370020256	7.70925823598642	9.903674368317711	7.87486962636629	7.820056150722428	9.756194976165077	8.095521481520821	7.060625304694001	8.388823685633941	8.252057178910464	7.45554492193697	12.434949743956	9.99116511539273	9.404794629600849	6.842196397593665	5.56841034651274	8.35403076202537	4.024526525350215
FDP-F_forelimb	7.807662634889541	12.4604283631355	0.0	0.0	11.6986638760582	0.0	0.0	0	0.0	0.0	0.0	0.0	7.544964841973639	0.0	8.86833594074135	0.0	0.0	5.924894423635161	8.01720508659064	11.7498443113134	6.72829040992535	8.02400864306967	9.572848487039538	7.369264219378481	7.98876894396478	7.271895152525059	8.000124378168849	8.35993857247837	8.3410952725421	9.763875141593658	9.65748009372181	9.45574253903138	9.50376373233628	9.086669532331443	8.522985385085235	8.098144298825734	7.506516852865355	8.54769401077864	9.36094456102823	9.26136201590502	9.1591055661343	8.88853810793902	7.89214210620777	9.51965233334659	9.62600366830894	9.095743765301	8.39729653323895	6.08542045635762	2.9057518014082	10.317986331023773	4.80226560736704
FDS-F_forelimb	10.800011137927198	11.5911482564517	0.0	10.57478624209468	11.794839798139401	0.0	12.610655893667	11.516543988395801	0	10.984570308189783	0.0	11.7050885357386	9.888996541083527	9.964391509524473	9.661780645637199	10.402035844893046	11.7478777492497	12.203322061191999	10.64107652417033	0.0	12.0091628501426	10.319483114283944	9.921673861366877	9.998713213966145	10.566189702415953	9.989042782135963	10.739959215979683	10.53974619126585	9.174397392110583	9.766645260357194	9.64237014319838	9.50315274711063	9.70078859092582	9.843804124222226	9.798198921603358	10.499599837549392	9.83602664321972	10.0158774400202	10.30545450372792	9.63257609994606	12.598218232916803	10.980558425751159	9.27822596857439	11.479505624916301	9.62012988810426	11.198956621167	9.25012573172947	7.75297408431199	5.36571155103784	0.0	6.209656840088853
ISP_forelimb	9.328706196766394	9.312320629225596	0.0	0.0	0.0	0.0	6.2725879400991	0.0	0.0	0	0.0	0.0	8.65815149682833	8.837687146444884	0.0	0.0	0.0	0.0	8.19492340916316	0.0	0.0	8.62745152347281	8.308884193380635	0.0	8.536660894652059	7.620372642489281	9.10702610256296	9.966006199715519	9.90857623061713	9.917989252237561	8.659764483519416	8.584468240601716	9.36731754164185	9.001402245533095	9.679405013339679	9.09027825611765	9.811797285092	9.88319609173089	9.26257976797292	9.544231609961901	9.14813466917467	8.62655608203542	9.89097740232962	9.39238940398113	9.52912764264393	9.99814042989457	9.072865703734902	5.048395209931145	5.0632739953184815	9.68423844582995	4.7673083488252095
