	Cerebrum	Cerebellum	Retina	Colon	Liver	Small_Intestine	Stomach	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle	Kidney	Lung	Spleen	Ovary	Uterus	Testis	ASA	ILB	ULB	GOM	MAD	RAD	PAD	LIN	MAS	RHO	TA	GAS-L	GM	PM	SOL	PIEC	PK15
GOM	5.20845589936175	5.8430799388356505	3.81338776806649	6.17835618922992	6.29358394397174	5.5456859008265145	4.078618589146145	8.727491108762976	7.26392322195613	7.1703818950725	7.585646608778065	5.850436814485249	6.410012251039831	3.9037724862915497	9.00638404065974	5.68967114502159	7.179164627582841	11.004833644109599	2.87930342529657	10.5349823609875		0	9.364388775079151	0	8.07667796377134	8.20311045755834	9.424063902985514	7.121200589475075	7.0444330097593495	6.96232931972278	7.675151068459605	6.641743040309084	5.573712568751461	5.718774988912259
MAD	5.491272035003629	7.332515826759475	4.32527790365155	7.6018354472209	7.610487723334	8.21775911862939	3.1282291064354197	8.122078237718124	7.51229208070582	12.0261915348825	6.126472370527691	7.888844025940515	9.392354703854124	8.67103546824339	9.70751006561599	8.676794531507419	7.10823885962594	10.247326570429	11.861767592130198	10.72650976573325	12.980694877600698		10.356049907897265	13.539874057008	9.515790191871659	7.981045618918619	10.12380838881537	7.6115339253759	7.27536630113424	8.2905892328186	7.709791579887379	7.434666234602205	5.73918846459057	5.493131391388251
RAD	5.44469420641232	5.45094309280954	4.750091780850585	4.52469897975008	5.68984033869212	5.565368877620555	4.61103207758872	8.134931668073964	6.49074945121196	7.88605571833301	6.84936905285728	7.168602510902625	6.90766276998745	3.48080319097205	8.20198041822516	6.90229368700326	7.33879040595276	0	9.38063845346602	9.619884371822929	10.542211892851	0		0	8.54910281732324	9.360062573665289	9.308651818384481	6.714237111901755	8.16801505778264	5.92354765033221	7.18403807958436	8.115121315242225	5.82382987846284	5.85837588545169
PAD	5.04304285629289	5.82268774890232	4.08801308583289	5.30804675297493	6.62651666639375	5.89112091311663	4.13712240460066	11.75757941290885	9.231784665307039	10.680195653761698	10.8211383515713	7.03780202477715	6.11142181085742	5.063675698903955	8.250553202121075	6.80005437130729	6.973787227522481	4.657425326896665	4.36823173915597	0	0	0	6.15592147379421		9.084076507342061	5.552323036942385	6.8213755837395205	5.922280444186516	7.822328973360441	6.15396548102171	6.854461460449599	6.68028940387146	5.684805826874389	5.75239224396153
LIN	5.299919318121309	5.302725286455585	4.488301533712884	3.914984065744215	3.196756351005165	5.246088532106019	4.41159548002716	10.07099933224187	6.505093565260376	9.72547886625514	6.041771050855934	6.98346474175624	5.7046544187747505	3.88151223841742	7.7588869708666195	6.0615314460576695	6.56181822428486	5.0416900246581395	2.78084702348387	2.96176959910394	4.79184644744198	6.14973831719349	4.85810273935825	11.625431582353599		8.125292097359639	12.2734186115223	5.25871781645608	9.00451246820633	7.9723614456456495	8.479744542969225	8.9037678019881	5.656638839965025	5.77781162012354
MAS	5.182259760858621	5.067521919002245	4.89932376319786	4.532096963608715	3.34691928631144	3.870447306574035	4.29795252679425	5.70660130704128	5.70815840916303	6.240466005373991	4.497525452132035	5.5867703799072945	5.91490858233184	3.28002608863514	5.609119861691625	6.91097244808069	6.32604675898805	4.125775311990784	2.9739831704937796	3.92019931274178	3.9585305925175405	5.76757787824522	6.48247895251994	5.041348974969705	8.18915111642665		6.10812541480888	4.5452582564495705	9.22297949691682	7.2140485567205195	7.037021095742015	8.83449879884128	5.81750519266816	5.86445550660116
RHO	5.31712868784295	5.365250453983775	3.93239082386253	4.87668859458993	4.57915843104103	4.512080046547391	3.3721155656961	7.434103073862115	6.85365180031969	7.177567536219586	6.5808571682944095	7.40705382456858	7.61422828435827	4.04081017504125	6.97228408182044	7.655193756195795	6.768901107049699	4.2577739190065795	3.8918531871041298	4.2563180796107805	10.296340397350605	10.6098602751996	8.47832849760672	10.1375189850907	12.514026704421276	13.097459747634		5.52816210916145	8.034763219203189	7.64319139569573	7.517239250313894	8.17032019766715	5.529595020359911	5.72082777360434
TA	5.0222621567685195	5.49903885636563	4.16176411246662	4.174295420723626	3.44519630875059	3.9936997594549304	3.1749656432945903	5.93095005902851	6.040409159899944	7.214081047397414	4.24245351951473	4.32929918545375	4.88685640148934	3.97814448683524	5.47591098257849	6.43942685067065	5.8418937015693455	3.8414647255189105	2.76631192837959	3.46222819465313	4.38874207165161	3.29198420125977	3.6609324097827596	4.63936889592006	9.141025042142651	7.62624292691608	15.0928446997551		7.8129275801692	7.29406428944441	7.62384249439649	0	5.368332838949745	5.40723348298064
GAS-L	5.37447542265153	5.793874979936669	4.32425849405824	4.633399811772826	3.6252170797720598	4.445903757656559	3.1605979829021797	5.972620461562741	5.938724750696549	6.4341640008443255	5.523133822438769	5.4895867786849495	4.96565945965248	3.80922096714913	5.558222136793836	6.60431963519508	6.241909453321295	5.10303529502098	2.9063167666370298	3.5515842013421	4.9535340473912655	3.87043675811103	8.36321216751907	8.68242472114655	0	8.80678866587934	0	0		7.915049106323741	8.885412725637632	8.164777070604151	5.421497506826019	5.64758744477123
GM	5.19461779889565	5.632723863607295	4.20089893202016	3.3433967624353302	3.4927063202355155	3.378036723327985	2.7676455683671097	5.75792088161176	3.05873144107698	5.730705816053799	3.3630898098357798	4.21887354413568	4.977447200168255	3.44005486903652	4.570761834270195	5.375878169760741	5.61244365573412	4.40538083053796	2.62283869750979	3.10244000839581	4.10349636388378	3.3666066994921797	4.23427118357227	3.64725133660165	3.6563751889536102	10.6304779172376	15.033377216898101	6.83643244580765	0		0	0	5.4922699345031	5.34286085018269
PM	5.32303453295815	5.90086420557294	4.735448349756395	4.3341947610571205	3.8841124605847	3.95966986386661	3.17596442010368	5.84512720276032	6.3280800722077	6.04862652318448	3.75004690569435	4.43283952653773	5.4445731632092205	3.946048282427375	6.0344328602580894	6.46719811893401	6.11032014674229	4.4736109123959	3.06885569401581	2.998265671604125	3.5860815732888196	3.51457315728158	5.41693380996957	6.72417625734472	4.0715897696173196	10.5091984314023	0	6.87653434648611	0	0		0	5.405883007320759	5.62943410876737
SOL	4.9779453095526	5.61239509198721	4.22404340988737	4.66121983372867	4.09245772071918	4.53405691637451	2.8089042623070495	6.07919436696425	5.73537577589725	6.84249012304579	5.78693318302408	5.5209862777356795	5.478309180381349	3.494427031491635	6.972979082191966	6.415372727997351	6.30344448842568	4.279463395561925	2.89313494602973	3.88876303417566	4.4051686317251395	6.88071585096524	5.1255453231879295	3.50397762555401	6.06663886655338	11.58093164874535	0	0	9.919648461869759	0	0		5.29562029194078	5.56225109330999
PIEC	6.806432703984795	6.641076903112344	6.411917597138835	5.517848315778645	5.469781842859396	5.25924981767778	4.31469357391893	5.911111700677219	5.68081816116008	5.97377123034563	5.859002210608275	4.841281824694519	5.932327813512641	5.75647275878593	5.801902691216505	5.696067259202335	6.612534173606781	5.14956506263933	5.47735779752294	4.553762434241065	5.31975307565876	4.395165282804795	5.699669036377305	5.882640309541269	6.260304295508799	5.848591432820024	6.084806463352259	6.10435443487753	6.0981455733231105	6.10634086602023	6.21659956258273	6.11269888652889		7.49327882335099
PK15	7.01944263582944	6.655552326966831	6.202751686245104	6.25354859964561	6.13486436369799	6.577742084470191	6.288284399457741	6.3493918676391505	6.52572843164118	6.2594144523229405	6.16203910997543	6.2621202123496	6.81744212025529	6.391866007645791	6.096521464557519	6.11544515581903	6.871279830085745	6.07282043840102	6.26521368204659	5.87068102646166	6.15576896051921	5.98468000102384	6.32685632828377	6.42338975543864	6.464272660019445	6.6960735785322	6.42233020082507	6.680155431567985	6.83711026686588	6.428077221416429	6.626902829124221	6.82735590351417	7.4417970355509695	
