	LIN_head	MAS_head	BB_forelimb	DAP_forelimb	DSP_forelimb	EDC_forelimb	EDL-F_forelimb	FDP-F_forelimb	FDS-F_forelimb	ISP_forelimb	SSP_forelimb	SUB_forelimb	TB-LA_forelimb	TB-LO_forelimb	TB-M_forelimb	TM_forelimb	BRA_trunk	LD_trunk	LDM_trunk	OEA_trunk	PP_trunk	PS_trunk	RA_trunk	RHO_trunk	SP_trunk	TA_trunk	TRC_trunk	ADD_hindlimb	BF_hindlimb	EDL-H_hindlimb	FDP-H_hindlimb	FDS-H_hindlimb	GAS-L_hindlimb	GAS-M_hindlimb	GM_hindlimb	GRA_hindlimb	PM_hindlimb	RF_hindlimb	SAR_hindlimb	SM_hindlimb	SOL_hindlimb	ST_hindlimb	TFL_hindlimb	TIC_hindlimb	VI_hindlimb	VL_hindlimb	VM_hindlimb	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle
SSP_forelimb	2.339444822396725	2.2971305514349303	2.67170613346165	2.66344937007702	2.976054718181895	2.9975094012622003	3.980008313585845	2.6709607554968904	2.64974271409242	8.475848433678111	0	3.76387604330018	2.5583017600421947	2.7726426232308152	4.97172932428252	0.0	2.7458148394944453	2.67189014464188	2.800035029646355	2.05828990798273	3.77217244205232	2.7236380313600703	2.7246980372942002	2.885814085171055	2.124418057982715	2.7597106376156346	3.1072094617966153	2.41656049076748	4.729672147884309	2.65019665470082	3.442334787939865	4.55303945906274	2.63066669579688	2.2642537718340296	2.3472567205091748	2.7173511556762757	1.8348597211417	6.98210968960078	2.7687154623386	2.547563904299285	1.99082114624114	2.9103392604627047	2.53641341859833	1.97455372985226	7.970921437260993	2.51537905553133	8.063470272802968	2.6956032231012053	2.4273648781594903	2.4518515352278403	2.42601960636752
SUB_forelimb	2.86334790788219	2.732407394655855	2.1843494253914697	3.17978807525041	2.7537827015373098	5.8871578814336	0.0	5.05324200443136	2.7669794412465647	0.0	2.93557407246835	0	2.43015782201266	2.2563108126208653	4.1106512146147045	0.0	2.72505674485282	2.960952670937955	2.9537013493829303	2.15167834508655	3.98956049760255	2.7076168148312747	2.39990885608278	2.87208365217901	3.2115147269130304	2.13234115767656	2.9819159494950003	2.43098357161824	2.5355085701986497	7.5453633788185055	4.79592093866316	3.3768533824855096	3.01043506307264	2.74572285294396	2.458974748523889	2.73996917300224	3.44282644183504	6.86310892530256	10.029190329379697	2.3896804437366153	2.45524169444447	2.4622164103500603	3.14442718754384	7.170236859123224	2.84385918163719	3.9813891277591	5.11320751247408	2.86562677865399	2.71198386952436	2.55768368245512	2.7542856546115
TB-LA_forelimb	2.9677378359984203	2.71071677137866	0.0	3.930482416133001	5.420756206735589	5.66862538672588	5.40398190938537	5.730960423019693	3.6583652044470494	5.846617158902965	3.412861052899415	5.47468769566354	0	5.5921905302169455	5.9846489497570845	5.82752577038311	4.97145565883408	0.0	3.5806489858770494	2.16588950735634	5.871211571445169	0.0	2.6588635647038448	2.32127019948638	5.699733243955955	2.7921824709244003	3.97664211991329	3.40029373281763	4.59611982650399	5.668440474114582	4.60304917204253	3.8473825130579695	7.88772242059739	3.18421430931989	8.179724279384281	3.6762246654830353	3.10610311327622	5.330428965026	5.708065556865054	5.771098507094483	2.2211825870276805	5.34134597961983	5.2797458945486	3.2708360154476948	3.6418876116615	6.0063914327597	5.86580105729766	3.0178973303128904	2.6927879585352303	2.7715111721050203	2.7034890177977746
TB-LO_forelimb	2.72690062366678	2.8810181670816446	3.2577945921578504	2.5956850091990047	2.58275922193242	3.0593631218456148	3.32450487346364	4.565493655414589	3.39098225091972	0.0	2.81667339523748	3.1787928946127897	3.0742573043397097	0	6.5355175720447685	0.0	2.6016542646112204	3.11656350372815	3.255323179229365	2.2950268142380352	4.317558257602821	3.319498783490885	2.36569052011858	3.677033115887335	0.0	2.82031584552091	3.3218716088782854	3.23210155713582	3.1067784521643995	3.8257925153432852	4.4908027951204	4.25487106652034	3.83306890647191	2.7566219484142103	3.0313538430878504	3.88303939735274	2.0659375543233	7.096636884375732	2.80070794939094	3.81192520189106	2.08031860711333	2.93206668748999	2.34526590698546	2.5903054359369104	2.7258837286050097	7.32484314423162	7.67548241141274	2.80283454351468	2.54666112058941	2.540598363798205	2.56531892963523
TB-M_forelimb	3.260311355695885	3.22796375192249	4.8199168742503256	2.7931814778330297	2.5874143660231748	3.423402443279405	2.6732773210629	4.742497304347871	3.0499587970751603	0.0	3.4614512358205096	3.2441293536341806	2.33205282843538	6.11550240210742	0	0.0	4.347988837847041	3.3254971391450496	3.62501969499996	2.2217509838831	3.38577196120297	3.7858667958309296	2.5528266835939903	3.785076291175285	0.0	4.08645925026827	3.44011552248594	3.58523912262096	8.83580234530865	4.345819003161055	3.91694967441208	4.12137430791736	5.12273334971686	2.81712027345191	6.20397905203794	3.5640448599363	2.9053100670824694	8.2644406022901	2.979067259617395	7.420947474351563	2.8463104812319404	5.22996465626376	4.66334137514478	2.6085713673647404	6.088579952359879	6.16395854956393	8.64560877446972	3.13102747908763	2.8112148265233654	2.76721112308927	2.9022829661293708
TM_forelimb	2.8389952633362747	2.4862325446819	2.8550942624243905	0.0	0.0	3.0966120240430897	0.0	0.0	2.5258214822600498	0.0	0.0	0.0	2.88916058632761	3.05240086035292	0.0	0	2.62943571709486	2.7472895058206155	3.6757370670355143	2.8585396007223247	0.0	3.2622384572565	2.84710947091734	3.1131074510738506	0.0	2.42237406535156	2.8678529890817703	4.248167429966205	4.480226322993565	3.9602544875563903	3.71691619559911	4.51124321895375	3.01682826372957	2.6161797150789448	3.0693762582357853	3.58732092223632	2.086675547014695	10.022349121525698	6.539509064775845	3.54601409217053	2.263244510982095	3.67451241968966	6.944435235568551	7.88002207414201	10.6268102226125	4.6421795657304115	6.970636950921191	2.8651089401387204	2.6539463507591097	2.594465594007125	2.6242133509327594
BRA_trunk	2.60533608303703	2.4695865804341803	3.5370965248863704	6.980150496366375	0.0	5.49347642754012	0.0	3.81178606860887	2.8731527004417794	2.62293980656776	2.341406215594895	0.0	2.578807621323836	2.42016284483675	2.6943221945509905	4.7572463812914805	0	3.7688079077312007	2.7016717738052405	2.17444130071364	0.0	2.83396270401474	2.4013200341210297	2.29251691967727	3.13404390408229	2.303852934297835	3.0847357822917902	2.0218121978116104	2.5017600546723955	2.9141973305567097	3.426698080612315	2.86057983497723	2.4163065879464702	2.35043314265312	2.3854628546741	2.88871148267328	2.291095426253195	4.422497366113046	6.3819176240614	2.5144811456122103	1.97561761173811	2.38891808454219	5.8161162094678245	2.6637146297492404	2.36504762896165	2.9363025499757054	2.9827156393952503	2.91242745477121	2.6664555766175	2.56695923310861	2.6561832887872647
LD_trunk	3.0506384507167	2.67315831238245	0.0	3.84453691818631	5.7903417497039005	5.06907056258147	5.672302719133492	5.489341119084459	4.0343756412959335	6.32955234093558	3.5148568842032897	5.65435166908211	2.79003166232331	5.76788865247699	3.7382492283966102	6.59793485822436	5.9454159306917	0	3.89537190665531	2.11285969064909	5.4732895243440405	5.3657194252083835	3.0907230886376	0.0	5.8615164678653215	4.470137441767981	4.325063248248741	3.55706116338519	4.927359128562361	5.450563447186995	4.45487422852638	3.8374691650386494	2.7815823774935096	3.37666784964996	10.582179969643901	3.8289632988915496	2.277814563076105	5.331126709882571	5.931473975551361	10.6232426950548	2.8536093886320097	10.883625833084302	5.53787625879424	3.4550149797963	3.685335153314	5.721622049438139	6.20584846201618	3.0490632295244504	2.80855643015919	2.88245567325371	2.7889226116751153
LDM_trunk	3.2942808457337702	3.2563770934173397	4.09383876966192	3.1810330956707453	3.31974475707239	3.3788600946678704	3.39748318797535	4.18763202998736	3.8796250148761	4.06552455102801	3.13240494684024	4.00467604528339	3.146126693501	0.0	4.2822045508224145	5.16255913087162	3.6300886716779	7.11425006851232	0	2.7963373008937102	7.0975937091918215	3.61896620866374	3.1369927405914844	3.067528961860035	0.0	3.64335447875458	3.9992157715480494	2.84011046164379	3.4816878347327407	3.4687784997990554	4.759935778460808	4.03545769516386	4.5356569756677905	3.0598439430169755	5.670665628803841	2.8783536422813847	2.77832228195703	8.08555808388142	2.9512576344620096	8.05243910072987	2.4355267267189697	3.58505623591508	7.596661091437482	3.00512240738002	3.1624798246434653	8.14883999311562	5.189379317821	3.39022475972234	3.02229084367488	3.21994024406816	3.09953346702442
OEA_trunk	2.60965662357985	2.50371558349232	3.0624910988183953	3.39970928792812	3.8920034539004495	3.28538550204971	3.28684243762332	3.71095682266254	2.7198056014872303	3.328684968247635	3.1956190399898	3.86127638775005	2.2734679787375	3.581007988766915	3.72985209888691	3.99292732835036	4.20093249145539	2.871330887888	3.12342232981356	0	4.611919996669861	2.86018050833675	4.2629080675454505	2.8483558110251	3.37768400891752	2.99549536916354	3.36781020858972	2.69111279959521	2.9477407250461054	3.65348794032219	3.7397215020608403	3.191954722930181	2.40958738051771	2.95268705242579	2.91948043084021	2.92311938976267	2.46568304987739	3.26363798846227	3.6654203123403	3.3062085092371296	2.40720426775327	4.948024226200619	3.9865197213467902	2.792273113011865	3.0982785538194446	3.1102159932375297	3.7367694087018495	2.76677357405815	2.6831319939560547	2.60434845893713	2.579331651714015
